Name,Price,Car_Age,Fuel_Type_Petrol,Transmission_Manual,Engine,KMs_Driven,Engine_Liters
Hyundai Grand i10 1.2 Kappa Asta,5.89,9,True,True,1197,37429,1.197
Tata Tiago 1.2 Revotron XZ,5.88,7,True,True,1199,9565,1.199
Hyundai Grand i10 Asta Option,5.88,9,True,True,1197,44178,1.197
Hyundai Grand i10 1.2 Kappa Sportz,5.87,8,True,True,1197,38712,1.197
Toyota Corolla Altis Diesel D4DG,5.87,12,False,True,1364,74290,1.364
Ford Endeavour 2.5L 4X2 MT,5.86,14,False,True,2499,68022,2.499
Volkswagen Polo Diesel Comfortline 1.2L,5.86,10,False,True,1199,46190,1.199
Maruti Swift VXI Optional,5.86,8,True,True,1197,26327,1.197
Maruti Ertiga VDI,5.85,11,False,True,1248,45617,1.248
Mahindra Xylo H4,5.85,9,False,True,2179,93166,2.179
Fiat Linea 1.3 Emotion,5.85,9,False,True,1248,56628,1.248
Hyundai Verna 1.6 SX VTVT (O),5.85,11,True,True,1591,61566,1.591
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),5.85,11,False,True,1396,82450,1.396
Hyundai Elantra CRDi SX,5.85,12,False,True,1582,42000,1.582
Maruti Ertiga ZDI,5.85,13,False,True,1248,88000,1.248
Maruti Ciaz VXi Plus,5.85,10,True,True,1373,41000,1.373
Maruti Baleno Delta 1.2,5.85,9,True,True,1197,14930,1.197
Honda Jazz 1.5 VX i DTEC,5.85,9,False,True,1498,27210,1.498
Maruti Swift VDI BSIV,5.85,11,False,True,1248,89000,1.248
Volkswagen Vento 1.5 TDI Highline,5.85,10,False,True,1498,58000,1.498
Hyundai i20 Magna 1.2,5.85,7,True,True,1197,19500,1.197
Tata Tiago 1.2 Revotron XT Option,5.85,6,True,True,1199,16698,1.199
Tata Zest Quadrajet 1.3 XT,5.85,8,False,True,1248,27768,1.248
Hyundai Grand i10 1.2 Kappa Sportz,5.85,7,True,True,1197,10000,1.197
Nissan Micra XV CVT,5.85,8,True,False,1198,54387,1.198
Hyundai Verna 1.6 SX CRDi (O),5.85,12,False,True,1582,69573,1.582
Honda City i VTEC SV,5.84,11,True,True,1497,55000,1.497
Hyundai Grand i10 Sportz,5.84,8,True,True,1197,33284,1.197
Volkswagen Ameo 1.2 MPI Comfortline,5.84,7,True,True,1198,17370,1.198
Volkswagen Polo Petrol Highline 1.6L,5.84,12,True,True,1598,56526,1.598
Ford Figo 2015-2019 1.2P Titanium MT,5.84,8,True,True,1196,30933,1.196
Mahindra KUV 100 mFALCON G80 K8,5.84,8,True,True,1198,29085,1.198
Volkswagen Polo 1.2 MPI Comfortline,5.84,10,True,True,1198,25845,1.198
Mahindra KUV 100 mFALCON D75 K6,5.83,8,False,True,1198,39528,1.198
Maruti Ritz VXI ABS,5.81,9,True,True,1197,30232,1.197
Honda City 1.5 V MT,5.81,13,True,True,1497,77283,1.497
Hyundai Grand i10 Sportz,5.8,7,True,True,1197,43698,1.197
Skoda Laura Ambition 2.0 TDI CR MT,5.8,14,False,True,1968,84062,1.968
Volkswagen Polo 1.5 TDI Highline,5.8,10,False,True,1498,80000,1.498
Hyundai i20 Active 1.2 S,5.8,10,True,True,1197,12000,1.197
Toyota Etios GD,5.8,10,False,True,1364,116000,1.364
Volkswagen Ameo 1.5 TDI Comfortline,5.8,9,False,True,1498,58095,1.498
Maruti Swift VDI,5.8,11,False,True,1248,85512,1.248
Hyundai i20 Sportz 1.2,5.8,10,True,True,1197,42000,1.197
Maruti Swift Dzire VDi,5.8,12,False,True,1248,83327,1.248
Volkswagen Polo 1.5 TDI Highline,5.8,10,False,True,1498,75600,1.498
Nissan Terrano XL D Option,5.8,12,False,True,1461,65280,1.461
Maruti Swift Dzire LDI,5.8,9,False,True,1248,39000,1.248
Hyundai Verna 1.6 SX CRDi (O),5.8,13,False,True,1582,72000,1.582
Maruti Baleno Delta,5.8,9,True,True,1197,12573,1.197
Hyundai Xcent 1.2 Kappa AT SX Option,5.8,10,True,False,1197,59800,1.197
Maruti Swift VDI,5.79,11,False,True,1248,83274,1.248
Hyundai Grand i10 AT Asta,5.77,10,True,False,1197,37081,1.197
Honda Amaze S i-Dtech,5.77,9,False,True,1498,46983,1.498
Hyundai Verna VTVT 1.6 SX,5.77,13,True,True,1591,32542,1.591
Hyundai i20 Sportz 1.2,5.76,10,True,True,1197,40901,1.197
Skoda Rapid 1.5 TDI Elegance,5.75,10,False,True,1498,44000,1.498
Ford Ecosport 1.5 DV5 MT Titanium,5.75,11,False,True,1498,60000,1.498
Volkswagen Vento 1.5 TDI Highline AT,5.75,10,False,False,1498,120000,1.498
Honda City V MT,5.75,11,True,True,1497,56000,1.497
Hyundai Verna 1.6 SX,5.75,13,False,True,1582,65900,1.582
Mahindra XUV500 W8 2WD,5.75,13,False,True,2179,65000,2.179
Honda City i-VTEC VX,5.75,13,True,True,1497,34000,1.497
Ford EcoSport 1.5 Ti VCT MT Titanium,5.75,11,True,True,1499,31130,1.499
Maruti Swift VXI Optional,5.75,8,True,True,1197,31696,1.197
Maruti Ertiga ZDI,5.75,12,False,True,1248,67443,1.248
Hyundai Verna SX CRDi AT,5.75,14,False,False,1582,104000,1.582
Volkswagen Polo GTI,5.75,11,True,False,1798,35059,1.798
Hyundai Grand i10 1.2 CRDi Sportz Option,5.75,8,False,True,1186,26877,1.186
Hyundai Verna 1.6 SX VTVT,5.75,11,True,True,1591,9200,1.591
Toyota Corolla Altis Aero D 4D J,5.75,14,False,True,1364,116000,1.364
Renault Duster 110PS Diesel RxL,5.75,11,False,True,1461,58002,1.461
Maruti Ciaz ZDi Plus,5.75,10,False,True,1248,62144,1.248
Hyundai i20 Sportz 1.2,5.75,8,True,True,1197,14001,1.197
Hyundai Grand i10 Sportz,5.75,9,True,True,1197,16000,1.197
Maruti Swift VDi BSIII W/ ABS,5.75,10,False,True,1248,79000,1.248
Renault Duster 85PS Diesel RxL,5.75,10,False,True,1461,91000,1.461
Hyundai Verna 1.6 SX CRDi (O),5.75,11,False,True,1582,58000,1.582
Maruti Swift Dzire VDI,5.75,12,False,True,1248,69000,1.248
Volkswagen Ameo 1.2 MPI Comfortline,5.75,9,True,True,1198,18456,1.198
Honda Amaze VX O i VTEC,5.75,9,True,True,1198,9000,1.198
Hyundai Grand i10 Asta Option,5.75,10,True,True,1197,50000,1.197
Honda Accord 2.4 MT,5.75,16,True,True,2354,82002,2.354
Ford Ecosport 1.5 DV5 MT Titanium Optional,5.75,12,False,True,1498,92250,1.498
Maruti Swift Dzire VDI,5.75,11,False,True,1248,29000,1.248
Toyota Etios Cross 1.4L VD,5.75,11,False,True,1364,57464,1.364
Hyundai i20 Sportz 1.2,5.75,9,True,True,1197,24001,1.197
Hyundai i20 1.2 Spotz,5.75,9,True,True,1197,32450,1.197
Skoda Rapid 1.6 TDI Elegance,5.75,12,False,True,1598,71803,1.598
Hyundai Grand i10 1.2 Kappa Sportz,5.75,7,True,True,1197,9434,1.197
Honda City 1.5 S MT,5.75,13,True,True,1497,72000,1.497
Renault Duster 110PS Diesel RxL,5.75,11,False,True,1461,58003,1.461
Toyota Etios VD,5.75,12,False,True,1364,37000,1.364
Maruti Ertiga LXI,5.75,13,True,True,1373,28002,1.373
Maruti Dzire VDI,5.75,9,False,True,1248,45376,1.248
Honda Mobilio V i DTEC,5.75,11,False,True,1498,57000,1.498
Nissan Terrano XL Plus 85 PS,5.75,11,False,True,1461,40000,1.461
Ford Figo Aspire 1.5 TDCi Titanium,5.75,9,False,True,1498,37294,1.498
Hyundai i20 1.2 Magna,5.75,10,True,True,1197,59000,1.197
Nissan Terrano XL 110 PS,5.75,10,False,True,1461,54000,1.461
Volkswagen Ameo 1.2 MPI Highline,5.75,9,True,True,1198,34005,1.198
Maruti Baleno Zeta CVT,5.74,9,True,False,1197,20000,1.197
Maruti Swift Dzire VXI,5.72,11,True,True,1197,47674,1.197
Hyundai Grand i10 AT Asta,5.72,10,True,False,1197,69053,1.197
Volkswagen Ameo 1.2 MPI Trendline,5.71,7,True,True,1198,46007,1.198
Hyundai Verna 1.6 SX,5.7,11,False,True,1582,62000,1.582
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,5.7,18,False,True,2494,170428,2.494
Honda City i DTEC S,5.7,11,False,True,1498,66000,1.498
Chevrolet Cruze LTZ,5.7,11,False,True,1998,64042,1.998
Maruti Swift VDi BSIII W/ ABS,5.7,10,False,True,1248,50000,1.248
Maruti Ignis 1.2 Alpha,5.7,8,True,True,1197,7000,1.197
Hyundai Verna 1.6 SX,5.7,12,False,True,1582,85350,1.582
Hyundai Grand i10 CRDi Sportz,5.7,9,False,True,1120,75700,1.12
Hyundai Verna 1.6 CRDi EX AT,5.7,12,False,False,1582,66000,1.582
Honda City i DTEC V,5.7,11,False,True,1498,66500,1.498
Volkswagen CrossPolo 1.5 TDI,5.7,10,False,True,1498,80768,1.498
Honda City i-VTEC V,5.7,11,True,True,1497,55818,1.497
Volkswagen Polo Diesel Highline 1.2L,5.7,11,False,True,1199,74000,1.199
Volkswagen CrossPolo 1.5 TDI,5.7,11,False,True,1498,75160,1.498
Skoda Rapid 1.5 TDI AT Elegance,5.7,10,False,False,1498,55000,1.498
Maruti Swift Dzire VDI,5.69,11,False,True,1248,81768,1.248
Volkswagen Polo 1.0 MPI Trendline,5.68,6,True,True,999,1000,0.999
Honda Amaze S Petrol,5.68,9,True,True,1199,51672,1.199
Honda City 1.5 V MT,5.68,13,True,True,1497,66245,1.497
Honda City 1.5 S MT,5.67,13,True,True,1497,26671,1.497
Renault Duster 85PS Diesel RxL,5.67,10,False,True,1461,64677,1.461
Nissan Terrano XV 110 PS,5.67,11,False,True,1461,103788,1.461
Hyundai Grand i10 1.2 Kappa Asta,5.66,8,True,True,1197,51223,1.197
Maruti Baleno Sigma 1.2,5.65,8,True,True,1197,15544,1.197
Ford Aspire Ambiente Diesel,5.65,7,False,True,1498,17000,1.498
Maruti Swift VXI BSIII W/ ABS,5.65,7,True,True,1298,14589,1.298
Fiat Avventura MULTIJET Emotion,5.65,10,False,True,1248,32000,1.248
Volkswagen Vento Sport 1.2 TSI AT,5.65,11,True,False,1197,61529,1.197
Maruti Swift VDI,5.65,9,False,True,1248,55000,1.248
Hyundai i20 Asta Option 1.2,5.65,10,True,True,1197,25000,1.197
Hyundai i20 Asta 1.2,5.65,11,True,True,1197,31045,1.197
Honda Amaze VX i-Vtech,5.65,9,True,True,1198,17362,1.198
Honda City 1.5 V MT Exclusive,5.65,13,True,True,1497,67590,1.497
Volkswagen Polo 1.5 TDI Highline,5.65,11,False,True,1498,52951,1.498
Ford Fiesta 1.5 TDCi Titanium,5.65,11,False,True,1498,122800,1.498
Honda Jazz 1.5 S i DTEC,5.65,10,False,True,1498,63642,1.498
Maruti Swift VDI,5.65,12,False,True,1248,84000,1.248
Ford Figo Diesel Titanium,5.65,11,False,True,1399,74624,1.399
Nissan Terrano XL D Option,5.65,11,False,True,1461,51000,1.461
Hyundai i20 Sportz 1.4 CRDi,5.64,11,False,True,1396,55000,1.396
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,5.64,13,False,True,1968,58775,1.968
Hyundai Grand i10 Sportz,5.64,10,True,True,1197,36840,1.197
Hyundai Verna SX CRDi AT,5.64,12,False,False,1582,51000,1.582
Hyundai Grand i10 Asta,5.64,8,True,True,1197,74515,1.197
Honda Amaze S i-Vtech,5.64,9,True,True,1198,39854,1.198
Maruti Celerio ZXI Optional AMT,5.63,7,True,False,998,12278,0.998
Renault Duster 110PS Diesel RxL,5.63,12,False,True,1461,74755,1.461
Maruti Swift VDI BSIV,5.63,9,False,True,1248,67906,1.248
Honda Amaze VX i-DTEC,5.6,10,False,True,1498,62550,1.498
Mahindra KUV 100 mFALCON G80 K2,5.6,8,True,True,1198,24806,1.198
Toyota Etios Liva Diesel,5.6,11,False,True,1364,59589,1.364
Honda Jazz 1.2 SV i VTEC,5.6,10,True,True,1199,23000,1.199
Maruti Ertiga VXI,5.6,11,True,True,1373,47399,1.373
Honda Jazz 1.2 V i VTEC,5.6,10,True,True,1199,20568,1.199
Hyundai Elite i20 Petrol Asta,5.6,10,True,True,1197,28133,1.197
Hyundai Verna 1.6 SX VTVT (O) AT,5.6,12,True,False,1591,44000,1.591
Hyundai Verna 1.6 SX VTVT,5.6,11,True,True,1591,67000,1.591
Maruti Swift Dzire LDI,5.6,8,False,True,1248,44504,1.248
Maruti Swift VDI BSIV,5.6,10,False,True,1248,64424,1.248
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,5.6,10,True,True,1598,33000,1.598
Hyundai Grand i10 1.2 Kappa Sportz Option,5.6,8,True,True,1197,14700,1.197
Maruti Ritz ZDi,5.59,10,False,True,1248,42894,1.248
Mahindra KUV 100 mFALCON D75 K8 Dual Tone,5.58,8,False,True,1198,22033,1.198
Hyundai Grand i10 AT Asta,5.57,10,True,False,1197,61717,1.197
Hyundai Xcent 1.2 Kappa S,5.56,10,True,True,1197,45960,1.197
Hyundai Verna 1.4 EX,5.55,13,False,True,1396,93000,1.396
Skoda Rapid 1.6 MPI AT Elegance,5.55,11,True,False,1598,32000,1.598
Honda Jazz 1.2 SV i VTEC,5.55,9,True,True,1199,22700,1.199
Hyundai Grand i10 1.2 Kappa Sportz,5.55,7,True,True,1197,3958,1.197
Ford Ecosport 1.5 DV5 MT Trend,5.55,11,False,True,1498,69565,1.498
Maruti Swift ZXI,5.55,9,True,True,1197,19000,1.197
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,5.55,11,True,True,999,54173,0.999
Volkswagen Vento 1.6 Highline,5.55,10,True,True,1598,40194,1.598
Nissan Terrano XL,5.55,11,True,True,1598,28238,1.598
Volkswagen Vento Petrol Highline,5.54,10,True,True,1598,57026,1.598
Honda Brio S MT,5.53,11,True,True,1198,28637,1.198
Honda City 1.5 V MT Exclusive,5.53,12,True,True,1497,50266,1.497
Mitsubishi Outlander 2.4,5.53,15,True,False,2360,76000,2.36
Honda Amaze S i-VTEC,5.53,8,True,True,1198,61795,1.198
Maruti Celerio ZXI,5.53,7,True,True,998,31396,0.998
Hyundai Grand i10 1.2 Kappa Magna,5.53,7,True,True,1197,46493,1.197
Renault Duster 85PS Diesel RxL,5.53,10,False,True,1461,65668,1.461
Volkswagen Vento Diesel Highline,5.5,13,False,True,1598,65000,1.598
Mahindra Scorpio 2009-2014 SLE 7S BSIV,5.5,14,False,True,2179,51387,2.179
Hyundai Grand i10 CRDi Sportz,5.5,9,False,True,1120,30000,1.12
Volkswagen Ameo 1.2 MPI Anniversary Edition,5.5,7,True,True,1198,20000,1.198
Hyundai Grand i10 CRDi Sportz,5.5,9,False,True,1120,57824,1.12
Mahindra XUV500 W8 2WD,5.5,14,False,True,2179,66000,2.179
Volkswagen Vento Diesel Highline,5.5,13,False,True,1598,50000,1.598
Maruti Grand Vitara AT,5.5,17,True,False,1995,77000,1.995
Maruti Swift Dzire VDI,5.5,10,False,True,1248,76128,1.248
Hyundai Verna 1.6 SX VTVT,5.5,11,True,True,1591,9000,1.591
Honda City 1.5 V AT,5.5,13,True,False,1497,60000,1.497
Honda Jazz 1.5 V i DTEC,5.5,9,False,True,1498,35000,1.498
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,5.5,14,False,True,2494,98000,2.494
Maruti Dzire AMT VXI,5.5,8,True,False,1197,42000,1.197
Maruti Dzire VDI,5.5,12,False,True,1248,68434,1.248
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,5.5,9,True,True,1198,16650,1.198
Honda City 1.5 V MT,5.5,14,True,True,1497,66276,1.497
Mahindra Thar CRDe AC,5.5,13,False,True,2498,75800,2.498
Mahindra Scorpio SLE BSIII,5.5,15,False,True,2179,96813,2.179
Hyundai Grand i10 CRDi Sportz Celebration Edition,5.5,8,False,True,1120,34429,1.12
Hyundai Grand i10 SportZ Edition,5.5,7,True,True,1197,40322,1.197
Maruti Ertiga ZXI,5.5,12,True,True,1373,82543,1.373
Ford Ecosport 1.5 DV5 MT Titanium,5.5,11,False,True,1498,60000,1.498
Hyundai i20 Magna 1.2,5.5,10,True,True,1197,53000,1.197
Honda City i VTEC VX,5.5,10,True,True,1497,32000,1.497
Maruti Baleno Alpha 1.3,5.5,10,False,True,1248,98000,1.248
Hyundai Verna CRDi 1.6 SX Option,5.5,12,False,True,1582,79225,1.582
Hyundai Grand i10 AT Asta,5.5,10,True,False,1197,15000,1.197
Honda City 1.5 S MT,5.5,14,True,True,1497,71556,1.497
Maruti Ciaz VDi Plus SHVS,5.5,10,False,True,1248,34400,1.248
Hyundai Verna 1.6 VTVT,5.5,13,True,True,1591,73000,1.591
Maruti Wagon R AMT VXI,5.5,9,True,False,998,35000,0.998
Renault Duster 110PS Diesel RxL,5.5,12,False,True,1461,65000,1.461
Hyundai Grand i10 Asta,5.5,10,True,True,1197,25000,1.197
Hyundai Grand i10 CRDi Asta,5.5,9,False,True,1120,50000,1.12
Hyundai Xcent 1.2 VTVT S,5.5,11,True,True,1197,54000,1.197
Mahindra Bolero ZLX,5.5,12,False,True,2523,63000,2.523
Nissan Sunny Diesel XV,5.5,11,False,True,1461,79200,1.461
Mercedes-Benz E-Class 200 Kompressor Elegance,5.5,21,True,False,1796,85000,1.796
Hyundai i20 1.4 CRDi Asta,5.5,13,False,True,1396,83000,1.396
Hyundai i20 Magna 1.4 CRDi,5.5,10,False,True,1396,55697,1.396
Volkswagen Polo 1.0 MPI Comfortline,5.5,9,True,True,999,42000,0.999
Hyundai Grand i10 1.2 Kappa Sportz,5.5,11,True,True,1197,33496,1.197
Hyundai i20 Asta Option 1.2,5.5,10,True,True,1197,39000,1.197
Honda Civic 2006-2010 1.8 V AT,5.5,14,True,False,1799,72000,1.799
Mahindra Scorpio VLX,5.5,14,False,True,2179,100010,2.179
Maruti Swift VDI BSIV,5.5,11,False,True,1248,108000,1.248
Renault Duster 85PS Diesel RxL,5.5,12,False,True,1461,66314,1.461
Skoda Laura 1.8 TSI Ambiente,5.5,14,True,True,1798,46000,1.798
Chevrolet Enjoy 1.3 TCDi LTZ 8,5.5,10,False,True,1248,57934,1.248
Maruti Ciaz ZDi,5.5,10,False,True,1248,46166,1.248
Maruti Swift Dzire VDI,5.5,10,False,True,1248,43000,1.248
Hyundai i20 Asta (o),5.5,11,True,True,1197,42365,1.197
Tata Tigor XE Diesel,5.5,8,False,True,1047,16235,1.047
Honda City 1.5 V MT,5.5,10,True,True,1497,32000,1.497
Hyundai i20 Asta Option 1.2,5.5,10,True,True,1197,45000,1.197
Honda Mobilio S i DTEC,5.5,10,False,True,1498,65000,1.498
Hyundai Xcent 1.1 CRDi S,5.5,10,False,True,1120,58000,1.12
Maruti Swift Dzire Tour LDI,5.5,7,False,True,1248,12000,1.248
Honda City i DTEC SV,5.5,11,False,True,1498,26000,1.498
Hyundai Grand i10 CRDi Sportz,5.5,10,False,True,1120,76362,1.12
Honda City 1.5 S MT,5.5,11,True,True,1497,54546,1.497
Maruti Ignis 1.2 Delta,5.5,6,True,True,1197,12076,1.197
Ford Ecosport 1.5 DV5 MT Titanium Optional,5.5,12,False,True,1498,57000,1.498
Maruti Ertiga VXI,5.5,11,True,True,1373,98000,1.373
Honda Amaze S i-DTEC,5.5,10,False,True,1498,60207,1.498
Chevrolet Cruze LTZ AT,5.5,14,False,False,1991,78203,1.991
Tata New Safari EX 4x2,5.5,14,True,True,2092,80000,2.092
Skoda Yeti Ambition 4X2,5.5,13,False,True,1968,64284,1.968
Renault Duster 85PS Diesel RxL Optional,5.5,12,False,True,1461,74000,1.461
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),5.5,11,False,True,1396,67000,1.396
Mahindra Xylo D4 BS III,5.5,9,False,True,2489,132000,2.489
Maruti Swift Dzire ZXi,5.5,10,True,True,1298,58400,1.298
Maruti Swift VXi BSIV,5.5,8,True,True,1197,12000,1.197
Hyundai Verna 1.6 SX,5.5,13,False,True,1582,83678,1.582
Chevrolet Sail 1.2 LS,5.5,11,True,True,1199,10000,1.199
Skoda Superb 1.8 TSI,5.5,15,True,False,1798,35102,1.798
Ford Endeavour XLT TDCi 4X2,5.5,18,False,True,2499,155000,2.499
Renault Duster 85PS Diesel RxL,5.5,12,False,True,1461,41000,1.461
Chevrolet Tavera LS B3 10 Seats BSIII,5.5,10,False,True,2499,120000,2.499
Mahindra KUV 100 G80 K8 Dual Tone,5.5,7,True,True,1198,42000,1.198
Hyundai Verna 1.6 SX VTVT AT,5.5,11,True,False,1591,48656,1.591
Ford Figo 2015-2019 1.5D Titanium Plus MT,5.5,10,False,True,1498,45000,1.498
Hyundai Grand i10 Asta,5.5,9,True,True,1197,51866,1.197
Maruti Dzire VXI,5.49,12,True,True,1197,34900,1.197
Ford Ecosport 1.5 DV5 MT Trend,5.49,10,False,True,1498,65925,1.498
Renault Duster 110PS Diesel RxZ,5.49,11,False,True,1461,52108,1.461
Volkswagen Polo 1.2 MPI Highline,5.49,10,True,True,1198,46354,1.198
Volkswagen Vento 2013-2015 1.6 Comfortline,5.49,10,True,True,1598,23001,1.598
Volkswagen Polo 1.5 TDI Highline,5.49,9,False,True,1498,59998,1.498
Maruti Baleno Sigma 1.2,5.49,9,True,True,1197,8500,1.197
Ford Figo Aspire 1.5 Ti-VCT Titanium,5.49,10,True,False,1499,28843,1.499
Hyundai Xcent 1.2 CRDi E Plus,5.49,8,False,True,1186,60500,1.186
Honda City i VTEC SV,5.49,11,True,True,1497,48104,1.497
Honda City i-DTEC SV,5.49,10,False,True,1498,39000,1.498
Ford Ecosport 1.5 DV5 MT Titanium,5.49,11,False,True,1498,57000,1.498
Honda City 1.5 S MT,5.48,11,True,True,1497,57000,1.497
Volkswagen Ameo 1.2 MPI Comfortline,5.48,8,True,True,1198,14800,1.198
Maruti Swift VDI,5.48,9,False,True,1248,65210,1.248
Honda Amaze V Petrol,5.47,9,True,True,1199,40866,1.199
Honda City 1.5 S MT,5.47,11,True,True,1497,58000,1.497
Honda Amaze S i-Vtech,5.45,10,True,True,1198,53497,1.198
Hyundai i20 Sportz 1.4 CRDi,5.45,12,False,True,1396,60000,1.396
Maruti Baleno Delta 1.2,5.45,9,True,True,1197,50003,1.197
Ford Ecosport 1.5 DV5 MT Titanium,5.45,11,False,True,1498,72100,1.498
Hyundai Verna SX CRDi AT,5.45,11,False,False,1582,71000,1.582
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,5.45,17,False,True,2835,93000,2.835
Hyundai Xcent 1.2 Kappa AT SX Option,5.45,10,True,False,1197,41000,1.197
Ford Ecosport 1.5 DV5 MT Ambiente,5.45,11,False,True,1498,64394,1.498
Ford Ecosport 1.5 DV5 MT Titanium Optional,5.45,11,False,True,1498,69000,1.498
Skoda Laura Ambition 2.0 TDI CR AT,5.45,14,False,False,1968,41988,1.968
Maruti Ertiga ZDI,5.45,12,False,True,1248,70000,1.248
Maruti Swift VVT VXI,5.45,9,True,True,1197,27755,1.197
Nissan Terrano XV D Pre,5.45,12,False,True,1461,60000,1.461
Toyota Innova 2.5 V Diesel 8-seater,5.45,15,False,True,2494,72000,2.494
Volkswagen Vento Petrol Trendline,5.45,13,True,True,1598,52000,1.598
Maruti Swift VDI,5.45,12,False,True,1248,53996,1.248
Hyundai Grand i10 Magna AT,5.45,9,True,False,1197,9000,1.197
Maruti Swift VXI Optional,5.44,8,True,True,1197,37124,1.197
Hyundai Verna VTVT 1.6 AT EX,5.44,12,True,False,1591,37086,1.591
Hyundai Xcent 1.2 Kappa S Option,5.44,9,True,True,1197,36216,1.197
Honda Amaze S i-Dtech,5.43,10,False,True,1498,60334,1.498
Maruti Swift VVT VXI,5.43,9,True,True,1197,34204,1.197
Hyundai Grand i10 1.2 CRDi Asta,5.43,10,False,True,1186,81828,1.186
Nissan Sunny XV CVT,5.43,12,True,False,1498,37199,1.498
Hyundai Grand i10 Sportz,5.43,9,True,True,1197,26038,1.197
Honda Jazz 1.2 V CVT i VTEC,5.43,8,True,False,1199,66507,1.199
Honda City 1.5 V AT Exclusive,5.42,13,True,False,1497,63998,1.497
Volkswagen Vento Petrol Highline AT,5.41,11,True,False,1598,32283,1.598
Fiat Grande Punto 1.4 Emotion,5.41,10,True,True,1368,44846,1.368
Hyundai Grand i10 Sportz,5.4,8,True,True,1197,17125,1.197
Hyundai Grand i10 AT Asta,5.4,9,True,False,1197,18000,1.197
Honda Accord 2.4 AT,5.4,14,True,False,2354,87000,2.354
Hyundai Grand i10 AT Asta,5.4,11,True,False,1197,21000,1.197
Maruti Swift Dzire VDi,5.4,11,False,True,1248,123900,1.248
Honda Brio VX AT,5.4,12,True,False,1198,47000,1.198
Honda Amaze S i-Dtech,5.4,9,False,True,1498,58950,1.498
Honda CR-V 2.4 AT,5.4,17,True,False,2354,82167,2.354
Volkswagen Ameo 1.2 MPI Highline Plus 16,5.4,9,True,True,1198,16000,1.198
Renault Duster 110PS Diesel RxZ Plus,5.4,12,False,True,1461,75000,1.461
Renault Duster 110PS Diesel RxZ,5.4,13,False,True,1461,135000,1.461
Volkswagen Ameo 1.2 MPI Comfortline,5.4,8,True,True,1198,12000,1.198
Honda Amaze S i-Vtech,5.4,10,True,True,1198,34327,1.198
Honda Amaze VX AT i-Vtech,5.4,11,True,False,1198,57937,1.198
Honda Amaze VX i-DTEC,5.4,11,False,True,1498,74885,1.498
Hyundai i20 2015-2017 Magna 1.2,5.4,9,True,True,1197,20600,1.197
Honda Amaze SX i-DTEC,5.4,9,False,True,1498,51806,1.498
Maruti Swift Dzire VXI,5.39,11,True,True,1197,58310,1.197
Volkswagen Polo 1.5 TDI Comfortline,5.39,10,False,True,1498,61738,1.498
Volkswagen Vento 1.5 TDI Comfortline,5.39,11,False,True,1498,56658,1.498
Ford Figo 2015-2019 1.2P Titanium MT,5.38,8,True,True,1196,23977,1.196
Honda Amaze VX i-DTEC,5.38,10,False,True,1498,61691,1.498
Hyundai i20 Magna Optional 1.2,5.37,10,True,True,1197,14925,1.197
Hyundai Verna 1.6 SX VTVT (O) AT,5.37,13,True,False,1591,54957,1.591
Honda Brio S MT,5.37,9,True,True,1198,14821,1.198
Maruti Swift VDI,5.36,10,False,True,1248,53500,1.248
Volkswagen Vento Diesel Comfortline,5.36,11,False,True,1598,52400,1.598
Hyundai i20 Magna 1.2,5.35,11,True,True,1197,70089,1.197
Renault Duster 85PS Diesel RxL,5.35,11,False,True,1461,90000,1.461
Hyundai Grand i10 Asta Option AT,5.35,9,True,False,1197,15000,1.197
Volkswagen Polo 1.2 MPI Highline,5.35,11,True,True,1198,7000,1.198
Hyundai Verna CRDi SX,5.35,13,False,True,1493,94900,1.493
Renault Duster 85PS Diesel RxL,5.35,10,False,True,1461,63591,1.461
Maruti Ertiga VDI,5.35,11,False,True,1248,79870,1.248
Skoda Superb Elegance 1.8 TSI AT,5.35,15,True,False,1798,71473,1.798
Maruti Swift ZXI ABS,5.35,13,True,True,1298,78212,1.298
Hyundai Verna 1.6 VTVT,5.35,12,True,True,1591,34620,1.591
Maruti Swift Dzire VDI,5.35,11,False,True,1248,61000,1.248
Ford Ecosport 1.5 Ti VCT MT Titanium,5.35,12,True,True,1499,25984,1.499
Honda City i VTEC SV,5.35,11,True,True,1497,57004,1.497
Maruti Ertiga VXI,5.35,13,True,True,1373,25000,1.373
Hyundai i20 Magna 1.4 CRDi,5.35,10,False,True,1396,44000,1.396
Volkswagen Polo 1.2 MPI Highline,5.35,11,True,True,1198,62000,1.198
Maruti Swift VDI BSIV,5.34,9,False,True,1248,45725,1.248
Ford Endeavour 3.0L 4X4 AT,5.34,15,False,False,2953,78000,2.953
Maruti Wagon R VXI,5.34,6,True,True,998,31817,0.998
Hyundai i20 Sportz Option,5.32,11,True,True,1197,17858,1.197
